1	2	3	4	5
850000	739000	715000	1048000	910000
706000	698000	513000	848000	748000
596000	1012000	517000	980000	809000
823000	916000	638000	699000	839000
935000	766000	635000	1359000	838000
817000	798000	559000	865000	842000
689000	839000	595000	725000	803000
738000	883000	578000	794000	828000
1024000	761000	562000	839000	808000
825000	968000	556000	1073000	779000
805000	759000	647000	683000	830000
686000	698000	660000	739000	801000
679000	714000	550000	855000	849000
675000	1195000	759000	682000	854000
681000	653000	547000	752000	785000
627000	715000	1463000	913000	793000
782000	869000	574000	1345000	778000
639000	743000	679000	717000	878000
837000	1078000	760000	1779000	758000
701000	810000	588000	879000	917000
881000	845000	638000	766000	843000
672000	767000	879000	841000	809000
659000	748000	577000	774000	794000
625000	869000	549000	801000	810000
653000	776000	538000	781000	779000
779000	934000	613000	1148000	821000
827000	843000	577000	770000	774000
672000	987000	590000	833000	871000
873000	860000	739000	788000	882000
3829000	857000	598000	784000	857000
1112000	760000	608000	768000	807000
662000	659000	978000	1907000	828000
840000	1058000	686000	836000	762000
787000	808000	675000	1205000	1410000
670000	897000	698000	821000	855000
759000	773000	542000	957000	750000
812000	947000	1040000	814000	837000
694000	998000	567000	1077000	856000
648000	758000	570000	672000	814000
616000	1199000	594000	847000	829000
876000	2081000	562000	749000	801000
785000	1124000	709000	753000	824000
713000	832000	741000	793000	989000
851000	625000	579000	725000	798000
1403000	869000	1097000	785000	812000
748000	657000	599000	750000	1349000
788000	710000	585000	716000	870000
670000	903000	1010000	802000	823000
625000	872000	804000	744000	782000
681000	829000	642000	1061000	830000
795000	811000	570000	704000	786000
808000	752000	555000	727000	828000
1143000	954000	609000	1398000	804000
811000	864000	564000	1031000	791000
941000	971000	884000	727000	816000
638000	915000	562000	706000	784000
834000	820000	604000	837000	758000
1018000	963000	557000	868000	826000
789000	650000	605000	1032000	804000
870000	929000	725000	1271000	784000
705000	799000	865000	1016000	793000
801000	848000	654000	964000	899000
695000	994000	593000	729000	1558000
654000	962000	1146000	702000	794000
868000	741000	602000	1106000	797000
850000	659000	544000	1087000	889000
700000	863000	587000	716000	777000
673000	823000	638000	998000	890000
771000	1384000	587000	1014000	830000
793000	932000	518000	770000	783000
831000	793000	567000	730000	836000
747000	811000	1060000	799000	862000
828000	1061000	541000	992000	907000
696000	863000	508000	748000	822000
747000	1299000	579000	1017000	790000
801000	919000	689000	1091000	790000
1034000	709000	564000	755000	872000
716000	1299000	777000	707000	924000
808000	778000	808000	766000	798000
724000	890000	590000	773000	925000
760000	732000	628000	1403000	888000
799000	817000	524000	747000	1365000
824000	849000	713000	1090000	1075000
1014000	902000	857000	877000	782000
642000	905000	546000	1005000	793000
858000	877000	567000	1038000	824000
652000	832000	602000	977000	751000
718000	974000	575000	1257000	837000
699000	920000	807000	738000	801000
790000	795000	1455000	772000	837000
651000	666000	527000	738000	905000
612000	863000	1758000	1539000	861000
736000	1132000	737000	745000	784000
845000	909000	586000	797000	865000
674000	993000	513000	904000	931000

